Sid;Datum;Lon;Lat;Temp
6451;6/04/2024;4.53;50.9;19.55
6451;7/04/2024;4.53;50.9;21.15
6451;8/04/2024;4.53;50.9;15.65
6451;9/04/2024;4.53;50.9;18.35
6451;10/04/2024;4.53;50.9;12.35
6451;11/04/2024;4.53;50.9;10.45
6451;12/04/2024;4.53;50.9;12.85
6451;13/04/2024;4.53;50.9;15.15
6451;14/04/2024;4.53;50.9;16.25
6451;15/04/2024;4.53;50.9;15.15
6451;16/04/2024;4.53;50.9;18.15
6451;17/04/2024;4.53;50.9;22.25
6451;18/04/2024;4.53;50.9;25.65
6451;19/04/2024;4.53;50.9;26.15
6451;20/04/2024;4.53;50.9;21.45
6451;21/04/2024;4.53;50.9;25.85
6451;22/04/2024;4.53;50.9;16.55
6451;23/04/2024;4.53;50.9;13.15
6451;24/04/2024;4.53;50.9;14.15
6451;25/04/2024;4.53;50.9;11.35
6451;26/04/2024;4.53;50.9;16.25
6451;27/04/2024;4.53;50.9;13.75
6451;28/04/2024;4.53;50.9;10.75
6451;29/04/2024;4.53;50.9;10.65
6456;1/04/2024;4.65;50.23;10.25
6456;2/04/2024;4.65;50.23;11.65
6456;3/04/2024;4.65;50.23;10.85
6456;4/04/2024;4.65;50.23;4.65
6456;5/04/2024;4.65;50.23;12.85
6456;6/04/2024;4.65;50.23;19.05
6456;7/04/2024;4.65;50.23;21.65
6456;8/04/2024;4.65;50.23;13.35
6456;9/04/2024;4.65;50.23;17.05
6456;10/04/2024;4.65;50.23;14.55
6456;11/04/2024;4.65;50.23;10.65
6456;12/04/2024;4.65;50.23;15.05
6456;13/04/2024;4.65;50.23;16.75
6456;14/04/2024;4.65;50.23;15.05
6456;15/04/2024;4.65;50.23;13.35
6456;16/04/2024;4.65;50.23;17.75
6456;17/04/2024;4.65;50.23;22.25
6456;18/04/2024;4.65;50.23;25.15
6456;19/04/2024;4.65;50.23;24.55
6456;20/04/2024;4.65;50.23;21.75
6456;21/04/2024;4.65;50.23;24.65
6456;22/04/2024;4.65;50.23;14.85
6456;23/04/2024;4.65;50.23;13.75
6456;24/04/2024;4.65;50.23;12.95
6456;25/04/2024;4.65;50.23;11.45
6456;26/04/2024;4.65;50.23;15.35
6456;27/04/2024;4.65;50.23;14.05
6456;28/04/2024;4.65;50.23;11.05
6456;29/04/2024;4.65;50.23;7.15
6456;30/04/2024;4.65;50.23;10.95
6458;1/04/2024;4.76;50.75;12.85
6458;2/04/2024;4.76;50.75;12.85
6458;3/04/2024;4.76;50.75;13.15
6458;4/04/2024;4.76;50.75;6.95
6458;5/04/2024;4.76;50.75;13.15
6458;6/04/2024;4.76;50.75;19.75
6458;7/04/2024;4.76;50.75;20.75
6458;8/04/2024;4.76;50.75;16.05
6458;9/04/2024;4.76;50.75;19.15
6458;10/04/2024;4.76;50.75;12.65
6458;11/04/2024;4.76;50.75;10.15
6458;12/04/2024;4.76;50.75;12.85
6458;13/04/2024;4.76;50.75;15.35
6458;14/04/2024;4.76;50.75;16.85
6458;15/04/2024;4.76;50.75;15.75
6458;16/04/2024;4.76;50.75;18.65
6458;17/04/2024;4.76;50.75;22.65
6458;18/04/2024;4.76;50.75;26.05
6458;19/04/2024;4.76;50.75;26.35
6458;20/04/2024;4.76;50.75;21.05
6458;21/04/2024;4.76;50.75;25.05
6458;22/04/2024;4.76;50.75;16.85
6458;23/04/2024;4.76;50.75;13.15
6458;24/04/2024;4.76;50.75;14.15
6458;25/04/2024;4.76;50.75;12.35
6458;26/04/2024;4.76;50.75;15.45
6458;27/04/2024;4.76;50.75;14.95
6458;28/04/2024;4.76;50.75;11.15
6458;29/04/2024;4.76;50.75;10.55
6458;30/04/2024;4.76;50.75;12.45
6459;1/04/2024;4.69;50.58;11.45
6459;2/04/2024;4.69;50.58;12.25
6459;3/04/2024;4.69;50.58;12.05
6459;4/04/2024;4.69;50.58;6.45
6459;5/04/2024;4.69;50.58;13.15
6459;6/04/2024;4.69;50.58;18.95
6459;7/04/2024;4.69;50.58;19.95
6459;8/04/2024;4.69;50.58;14.75
6459;9/04/2024;4.69;50.58;17.05
6459;10/04/2024;4.69;50.58;12.85
6459;11/04/2024;4.69;50.58;9.85
6459;12/04/2024;4.69;50.58;13.15
6459;13/04/2024;4.69;50.58;16.05
6459;14/04/2024;4.69;50.58;15.75
6459;15/04/2024;4.69;50.58;14.85
6459;16/04/2024;4.69;50.58;18.15
6459;17/04/2024;4.69;50.58;21.85
6459;18/04/2024;4.69;50.58;25.95
6459;19/04/2024;4.69;50.58;25.25
6459;20/04/2024;4.69;50.58;20.85
6459;21/04/2024;4.69;50.58;24.15
6459;22/04/2024;4.69;50.58;16.45
6459;23/04/2024;4.69;50.58;12.75
6459;24/04/2024;4.69;50.58;12.75
6459;25/04/2024;4.69;50.58;11.75
6459;26/04/2024;4.69;50.58;16.45
6459;27/04/2024;4.69;50.58;15.15
6459;28/04/2024;4.69;50.58;10.75
6459;29/04/2024;4.69;50.58;9.45
6459;30/04/2024;4.69;50.58;10.75
6465;1/04/2024;5.06;51;12.25
6465;2/04/2024;5.06;51;13.35
6465;3/04/2024;5.06;51;12.85
6465;4/04/2024;5.06;51;7.65
6465;5/04/2024;5.06;51;14.35
6465;6/04/2024;5.06;51;19.35
6465;7/04/2024;5.06;51;22.35
6465;8/04/2024;5.06;51;17.25
6465;9/04/2024;5.06;51;17.05
6465;10/04/2024;5.06;51;10.05
6465;11/04/2024;5.06;51;11.85
6465;12/04/2024;5.06;51;13.85
6465;13/04/2024;5.06;51;15.95
6465;14/04/2024;5.06;51;16.65
6465;15/04/2024;5.06;51;15.75
6465;16/04/2024;5.06;51;18.25
6465;17/04/2024;5.06;51;23.35
6465;18/04/2024;5.06;51;27.95
6465;19/04/2024;5.06;51;26.85
6465;20/04/2024;5.06;51;21.55
6465;21/04/2024;5.06;51;24.05
6465;22/04/2024;5.06;51;16.85
6465;23/04/2024;5.06;51;13.25
6465;24/04/2024;5.06;51;15.75
6465;25/04/2024;5.06;51;12.85
6465;26/04/2024;5.06;51;16.35
6465;27/04/2024;5.06;51;14.75
6465;28/04/2024;5.06;51;11.65
6465;29/04/2024;5.06;51;12.05
6465;30/04/2024;5.06;51;11.65
6476;1/04/2024;5.4;50.04;9.15
6476;2/04/2024;5.4;50.04;10.95
6476;3/04/2024;5.4;50.04;7.75
6476;4/04/2024;5.4;50.04;3.35
6476;5/04/2024;5.4;50.04;10.15
6476;6/04/2024;5.4;50.04;16.75
6476;8/04/2024;5.4;50.04;15.65
6476;9/04/2024;5.4;50.04;13.75
6476;10/04/2024;5.4;50.04;14.65
6476;11/04/2024;5.4;50.04;13.85
6476;12/04/2024;5.4;50.04;12.75
6476;13/04/2024;5.4;50.04;14.85
6476;14/04/2024;5.4;50.04;13.35
6476;15/04/2024;5.4;50.04;12.45
6476;16/04/2024;5.4;50.04;15.35
6476;17/04/2024;5.4;50.04;20.95
6476;18/04/2024;5.4;50.04;21.65
6476;19/04/2024;5.4;50.04;23.15
6476;20/04/2024;5.4;50.04;20.55
6476;21/04/2024;5.4;50.04;22.35
6476;22/04/2024;5.4;50.04;14.05
6476;23/04/2024;5.4;50.04;13.85
6476;24/04/2024;5.4;50.04;12.55
6476;25/04/2024;5.4;50.04;8.85
6476;26/04/2024;5.4;50.04;12.85
6476;27/04/2024;5.4;50.04;11.65
6476;28/04/2024;5.4;50.04;14.35
6476;29/04/2024;5.4;50.04;5.55
6476;30/04/2024;5.4;50.04;6.25
6478;1/04/2024;5.46;50.65;12.45
6478;2/04/2024;5.46;50.65;12.75
6478;3/04/2024;5.46;50.65;11.75
6478;4/04/2024;5.46;50.65;6.35
6478;5/04/2024;5.46;50.65;13.55
6478;6/04/2024;5.46;50.65;19.65
6478;7/04/2024;5.46;50.65;21.95
6478;8/04/2024;5.46;50.65;13.95
6478;9/04/2024;5.46;50.65;17.65
6478;10/04/2024;5.46;50.65;11.75
6478;11/04/2024;5.46;50.65;12.05
6478;12/04/2024;5.46;50.65;14.15
6478;13/04/2024;5.46;50.65;17.15
6478;14/04/2024;5.46;50.65;16.45
6478;15/04/2024;5.46;50.65;14.05
6478;16/04/2024;5.46;50.65;18.05
6478;17/04/2024;5.46;50.65;23.35
6478;18/04/2024;5.46;50.65;27.15
6478;19/04/2024;5.46;50.65;25.55
6478;20/04/2024;5.46;50.65;20.75
6478;21/04/2024;5.46;50.65;24.05
6478;22/04/2024;5.46;50.65;16.55
6478;23/04/2024;5.46;50.65;13.95
6478;24/04/2024;5.46;50.65;13.75
6478;25/04/2024;5.46;50.65;12.75
6478;26/04/2024;5.46;50.65;15.35
6478;27/04/2024;5.46;50.65;14.35
6478;28/04/2024;5.46;50.65;14.25
6478;29/04/2024;5.46;50.65;10.15
6478;30/04/2024;5.46;50.65;11.65
6479;1/04/2024;5.46;51.17;12.15
6479;2/04/2024;5.46;51.17;14.55
6479;3/04/2024;5.46;51.17;13.15
6479;4/04/2024;5.46;51.17;6.45
6479;5/04/2024;5.46;51.17;13.65
6479;6/04/2024;5.46;51.17;20.45
6479;7/04/2024;5.46;51.17;23.05
6479;8/04/2024;5.46;51.17;17.75
6479;9/04/2024;5.46;51.17;17.95
6479;10/04/2024;5.46;51.17;11.15
6479;11/04/2024;5.46;51.17;13.15
6479;12/04/2024;5.46;51.17;14.85
6479;13/04/2024;5.46;51.17;17.45
6479;14/04/2024;5.46;51.17;17.45
6479;15/04/2024;5.46;51.17;15.45
6479;16/04/2024;5.46;51.17;20.15
6479;17/04/2024;5.46;51.17;23.35
6479;18/04/2024;5.46;51.17;27.25
6479;19/04/2024;5.46;51.17;27.75
6479;20/04/2024;5.46;51.17;23.15
6479;21/04/2024;5.46;51.17;24.65
6479;22/04/2024;5.46;51.17;17.95
6479;23/04/2024;5.46;51.17;13.75
6479;24/04/2024;5.46;51.17;16.25
6479;25/04/2024;5.46;51.17;11.85
6479;26/04/2024;5.46;51.17;15.95
6479;27/04/2024;5.46;51.17;15.55
6479;28/04/2024;5.46;51.17;13.65
6479;29/04/2024;5.46;51.17;13.85
6479;30/04/2024;5.46;51.17;12.25
6490;1/04/2024;5.91;50.48;9.75
6490;2/04/2024;5.91;50.48;13.25
6490;3/04/2024;5.91;50.48;9.25
6490;4/04/2024;5.91;50.48;4.45
6490;5/04/2024;5.91;50.48;10.45
6490;6/04/2024;5.91;50.48;18.15
6490;7/04/2024;5.91;50.48;21.65
6490;8/04/2024;5.91;50.48;14.45
6490;9/04/2024;5.91;50.48;15.25
6490;10/04/2024;5.91;50.48;11.95
6490;11/04/2024;5.91;50.48;15.85
6490;12/04/2024;5.91;50.48;12.45
6490;13/04/2024;5.91;50.48;15.45
6490;14/04/2024;5.91;50.48;14.65
6490;15/04/2024;5.91;50.48;13.45
6490;16/04/2024;5.91;50.48;16.75
6490;17/04/2024;5.91;50.48;22.85
6490;18/04/2024;5.91;50.48;24.45
6490;19/04/2024;5.91;50.48;23.65
6490;20/04/2024;5.91;50.48;20.65
6490;21/04/2024;5.91;50.48;21.05
6490;22/04/2024;5.91;50.48;14.35
6490;23/04/2024;5.91;50.48;13.65
6490;24/04/2024;5.91;50.48;12.05
6490;25/04/2024;5.91;50.48;10.05
6490;26/04/2024;5.91;50.48;13.55
6490;27/04/2024;5.91;50.48;13.35
6490;28/04/2024;5.91;50.48;16.65
6490;29/04/2024;5.91;50.48;8.15
6490;30/04/2024;5.91;50.48;8.75
6494;1/04/2024;6.07;50.51;8.35
6494;2/04/2024;6.07;50.51;12.25
6494;9/04/2024;6.07;50.51;15.15
6494;13/04/2024;6.07;50.51;14.15
6494;17/04/2024;6.07;50.51;22.25
6494;19/04/2024;6.07;50.51;23.55
6494;20/04/2024;6.07;50.51;19.95
6494;22/04/2024;6.07;50.51;14.05
6494;23/04/2024;6.07;50.51;12.35
6494;29/04/2024;6.07;50.51;6.55
6496;1/04/2024;6.18;50.48;9.05
6496;2/04/2024;6.18;50.48;13.05
6496;3/04/2024;6.18;50.48;8.65
6496;4/04/2024;6.18;50.48;3.25
6496;5/04/2024;6.18;50.48;10.65
6496;6/04/2024;6.18;50.48;16.75
6496;7/04/2024;6.18;50.48;21.05
6496;8/04/2024;6.18;50.48;15.75
6496;9/04/2024;6.18;50.48;15.55
6496;10/04/2024;6.18;50.48;11.25
6496;11/04/2024;6.18;50.48;15.25
6496;12/04/2024;6.18;50.48;11.65
6496;13/04/2024;6.18;50.48;14.85
6496;14/04/2024;6.18;50.48;13.45
6496;15/04/2024;6.18;50.48;13.75
6496;16/04/2024;6.18;50.48;16.95
6496;17/04/2024;6.18;50.48;22.65
6496;18/04/2024;6.18;50.48;23.95
6496;19/04/2024;6.18;50.48;23.75
6496;20/04/2024;6.18;50.48;20.25
6496;21/04/2024;6.18;50.48;25.25
6496;22/04/2024;6.18;50.48;14.65
6496;23/04/2024;6.18;50.48;13.35
6496;24/04/2024;6.18;50.48;12.25
6496;25/04/2024;6.18;50.48;8.55
6496;26/04/2024;6.18;50.48;13.25
6496;27/04/2024;6.18;50.48;13.65
6496;28/04/2024;6.18;50.48;17.25
6496;29/04/2024;6.18;50.48;7.45
6496;30/04/2024;6.18;50.48;7.65
6590;1/04/2024;6.22;49.62;10.55
6590;2/04/2024;6.22;49.62;11.15
6590;3/04/2024;6.22;49.62;8.65
6590;4/04/2024;6.22;49.62;8.05
6590;5/04/2024;6.22;49.62;11.95
6590;6/04/2024;6.22;49.62;18.05
6590;7/04/2024;6.22;49.62;21.85
6590;8/04/2024;6.22;49.62;17.35
6590;9/04/2024;6.22;49.62;13.45
6590;10/04/2024;6.22;49.62;15.15
6590;11/04/2024;6.22;49.62;14.65
6590;12/04/2024;6.22;49.62;13.55
6590;13/04/2024;6.22;49.62;15.95
6590;14/04/2024;6.22;49.62;15.65
6590;15/04/2024;6.22;49.62;16.05
6590;16/04/2024;6.22;49.62;17.55
6590;17/04/2024;6.22;49.62;23.05
6590;18/04/2024;6.22;49.62;23.65
6590;19/04/2024;6.22;49.62;25.55
6590;20/04/2024;6.22;49.62;24.55
6590;21/04/2024;6.22;49.62;23.05
6590;22/04/2024;6.22;49.62;18.25
6590;23/04/2024;6.22;49.62;16.25
6590;24/04/2024;6.22;49.62;15.25
6590;25/04/2024;6.22;49.62;10.65
6590;26/04/2024;6.22;49.62;15.55
6590;27/04/2024;6.22;49.62;13.45
6590;28/04/2024;6.22;49.62;15.95
6590;29/04/2024;6.22;49.62;8.55
6590;30/04/2024;6.22;49.62;8.85
7015;1/04/2024;3.1;50.57;12.65
7015;2/04/2024;3.1;50.57;14.95
7015;3/04/2024;3.1;50.57;13.25
7015;4/04/2024;3.1;50.57;7.55
7015;5/04/2024;3.1;50.57;15.25
7015;6/04/2024;3.1;50.57;19.75
7015;7/04/2024;3.1;50.57;19.15
7015;8/04/2024;3.1;50.57;15.35
7015;9/04/2024;3.1;50.57;18.05
7015;10/04/2024;3.1;50.57;15.25
7015;11/04/2024;3.1;50.57;14.85
7015;12/04/2024;3.1;50.57;13.35
7015;13/04/2024;3.1;50.57;15.45
7015;14/04/2024;3.1;50.57;16.45
7015;15/04/2024;3.1;50.57;15.35
7015;16/04/2024;3.1;50.57;19.15
7015;17/04/2024;3.1;50.57;22.55
7015;18/04/2024;3.1;50.57;25.35
7015;19/04/2024;3.1;50.57;25.85
7015;20/04/2024;3.1;50.57;22.45
7015;21/04/2024;3.1;50.57;25.25
7015;22/04/2024;3.1;50.57;15.55
7015;23/04/2024;3.1;50.57;14.55
7015;24/04/2024;3.1;50.57;14.45
7015;25/04/2024;3.1;50.57;13.45
7015;26/04/2024;3.1;50.57;15.75
7015;27/04/2024;3.1;50.57;13.95
7015;28/04/2024;3.1;50.57;10.05
7015;29/04/2024;3.1;50.57;6.95
7015;30/04/2024;3.1;50.57;12.75
7061;1/04/2024;3.21;49.82;12.35
7061;2/04/2024;3.21;49.82;15.65
7061;3/04/2024;3.21;49.82;13.55
7061;4/04/2024;3.21;49.82;7.95
7061;5/04/2024;3.21;49.82;14.65
7061;6/04/2024;3.21;49.82;20.25
7061;7/04/2024;3.21;49.82;20.55
7061;8/04/2024;3.21;49.82;13.65
7061;9/04/2024;3.21;49.82;17.65
7061;10/04/2024;3.21;49.82;16.95
7061;11/04/2024;3.21;49.82;11.45
7061;12/04/2024;3.21;49.82;14.45
7061;13/04/2024;3.21;49.82;14.75
7061;14/04/2024;3.21;49.82;16.35
7061;15/04/2024;3.21;49.82;14.65
7061;16/04/2024;3.21;49.82;18.65
7061;17/04/2024;3.21;49.82;22.95
7061;18/04/2024;3.21;49.82;23.95
7061;19/04/2024;3.21;49.82;26.15
7061;20/04/2024;3.21;49.82;23.75
7061;21/04/2024;3.21;49.82;24.65
7061;22/04/2024;3.21;49.82;16.05
7061;23/04/2024;3.21;49.82;15.35
7061;24/04/2024;3.21;49.82;14.55
7061;25/04/2024;3.21;49.82;11.05
7061;26/04/2024;3.21;49.82;16.95
7061;27/04/2024;3.21;49.82;14.35
7061;28/04/2024;3.21;49.82;10.65
7061;29/04/2024;3.21;49.82;3.95
7061;30/04/2024;3.21;49.82;10.05
7075;1/04/2024;4.64;49.78;12.75
7075;2/04/2024;4.64;49.78;13.75
7075;3/04/2024;4.64;49.78;13.05
7075;4/04/2024;4.64;49.78;8.35
7075;5/04/2024;4.64;49.78;14.25
7075;6/04/2024;4.64;49.78;19.65
7075;7/04/2024;4.64;49.78;22.55
7075;8/04/2024;4.64;49.78;18.35
7075;9/04/2024;4.64;49.78;17.35
7075;10/04/2024;4.64;49.78;17.35
7075;11/04/2024;4.64;49.78;16.55
7075;12/04/2024;4.64;49.78;16.55
7075;13/04/2024;4.64;49.78;18.05
7075;14/04/2024;4.64;49.78;16.05
7075;15/04/2024;4.64;49.78;16.25
7075;16/04/2024;4.64;49.78;18.85
7075;17/04/2024;4.64;49.78;25.05
7075;18/04/2024;4.64;49.78;25.15
7075;19/04/2024;4.64;49.78;27.45
7075;20/04/2024;4.64;49.78;25.65
7075;21/04/2024;4.64;49.78;23.95
7075;22/04/2024;4.64;49.78;16.45
7075;23/04/2024;4.64;49.78;17.35
7075;24/04/2024;4.64;49.78;15.85
7075;25/04/2024;4.64;49.78;12.75
7075;26/04/2024;4.64;49.78;17.15
7075;27/04/2024;4.64;49.78;15.65
7075;28/04/2024;4.64;49.78;16.45
7075;29/04/2024;4.64;49.78;8.15
7075;30/04/2024;4.64;49.78;12.25
10500;1/05/2024;6.04;50.96;15.15
10500;2/05/2024;6.04;50.96;15.05
10500;3/05/2024;6.04;50.96;17.75
10500;6/05/2024;6.04;50.96;22.95
10500;7/05/2024;6.04;50.96;25.05
10500;8/05/2024;6.04;50.96;26.15
10500;9/05/2024;6.04;50.96;15.25
10500;10/05/2024;6.04;50.96;18.25
10500;13/05/2024;6.04;50.96;18.05
10500;14/05/2024;6.04;50.96;22.45
10500;15/05/2024;6.04;50.96;19.25
10500;16/05/2024;6.04;50.96;15.75
10500;17/05/2024;6.04;50.96;14.15
10500;21/05/2024;6.04;50.96;22.15
10500;23/05/2024;6.04;50.96;21.95
10500;24/05/2024;6.04;50.96;24.65
10500;27/05/2024;6.04;50.96;27.15
10500;28/05/2024;6.04;50.96;26.35
10500;29/05/2024;6.04;50.96;21.05
10500;31/05/2024;6.04;50.96;17.55
10505;1/05/2024;6.02;50.8;14.45
10505;2/05/2024;6.02;50.8;13.05
10505;3/05/2024;6.02;50.8;15.65
10505;4/05/2024;6.02;50.8;18.25
10505;5/05/2024;6.02;50.8;21.85
10505;6/05/2024;6.02;50.8;22.15
10505;7/05/2024;6.02;50.8;23.95
10505;8/05/2024;6.02;50.8;24.45
10505;9/05/2024;6.02;50.8;13.15
10505;10/05/2024;6.02;50.8;15.45
10505;11/05/2024;6.02;50.8;21.45
10505;12/05/2024;6.02;50.8;12.35
10505;13/05/2024;6.02;50.8;15.15
10505;14/05/2024;6.02;50.8;20.45
10505;15/05/2024;6.02;50.8;17.35
10505;16/05/2024;6.02;50.8;14.55
10505;17/05/2024;6.02;50.8;12.25
10505;18/05/2024;6.02;50.8;11.95
10505;19/05/2024;6.02;50.8;19.45
10505;20/05/2024;6.02;50.8;21.45
10505;21/05/2024;6.02;50.8;16.25
10505;22/05/2024;6.02;50.8;19.85
10505;23/05/2024;6.02;50.8;21.35
10505;24/05/2024;6.02;50.8;23.15
10505;25/05/2024;6.02;50.8;24.95
10505;26/05/2024;6.02;50.8;18.85
10505;27/05/2024;6.02;50.8;25.55
10505;28/05/2024;6.02;50.8;22.85
10505;29/05/2024;6.02;50.8;21.35
10505;30/05/2024;6.02;50.8;23.55
10505;31/05/2024;6.02;50.8;16.35
6310;1/05/2024;3.6;51.44;13.85
6310;2/05/2024;3.6;51.44;13.15
6310;3/05/2024;3.6;51.44;15.05
6310;4/05/2024;3.6;51.44;18.95
6310;5/05/2024;3.6;51.44;19.85
6310;6/05/2024;3.6;51.44;22.65
6310;7/05/2024;3.6;51.44;25.85
6310;8/05/2024;3.6;51.44;17.35
6310;9/05/2024;3.6;51.44;13.95
6310;10/05/2024;3.6;51.44;15.95
6310;11/05/2024;3.6;51.44;21.55
6310;12/05/2024;3.6;51.44;12.75
6310;13/05/2024;3.6;51.44;12.25
6310;14/05/2024;3.6;51.44;20.65
6310;15/05/2024;3.6;51.44;13.35
6310;16/05/2024;3.6;51.44;12.45
6310;17/05/2024;3.6;51.44;12.35
6310;18/05/2024;3.6;51.44;10.75
6310;19/05/2024;3.6;51.44;17.45
6310;20/05/2024;3.6;51.44;21.25
6310;21/05/2024;3.6;51.44;22.45
6310;22/05/2024;3.6;51.44;17.35
6310;23/05/2024;3.6;51.44;20.15
6310;24/05/2024;3.6;51.44;17.65
6310;25/05/2024;3.6;51.44;23.75
6310;26/05/2024;3.6;51.44;22.05
6310;27/05/2024;3.6;51.44;25.25
6310;28/05/2024;3.6;51.44;22.35
6310;29/05/2024;3.6;51.44;21.25
6310;30/05/2024;3.6;51.44;21.85
6310;31/05/2024;3.6;51.44;14.65
6319;1/05/2024;3.86;51.22;14.85
6319;2/05/2024;3.86;51.22;14.85
6319;3/05/2024;3.86;51.22;16.35
6319;4/05/2024;3.86;51.22;20.15
6319;5/05/2024;3.86;51.22;24.15
6319;6/05/2024;3.86;51.22;24.25
6319;7/05/2024;3.86;51.22;26.45
6319;8/05/2024;3.86;51.22;18.75
6319;9/05/2024;3.86;51.22;15.05
6319;10/05/2024;3.86;51.22;17.75
6319;11/05/2024;3.86;51.22;22.75
6319;12/05/2024;3.86;51.22;13.25
6319;13/05/2024;3.86;51.22;14.25
6319;14/05/2024;3.86;51.22;23.35
6319;15/05/2024;3.86;51.22;15.75
6319;16/05/2024;3.86;51.22;14.75
6319;17/05/2024;3.86;51.22;14.35
6319;18/05/2024;3.86;51.22;11.65
6319;19/05/2024;3.86;51.22;19.55
6319;20/05/2024;3.86;51.22;22.15
6319;21/05/2024;3.86;51.22;22.75
6319;22/05/2024;3.86;51.22;20.05
6319;23/05/2024;3.86;51.22;22.25
6319;24/05/2024;3.86;51.22;23.25
6319;25/05/2024;3.86;51.22;26.75
6319;26/05/2024;3.86;51.22;26.35
6319;27/05/2024;3.86;51.22;28.15
6319;28/05/2024;3.86;51.22;27.25
6319;29/05/2024;3.86;51.22;25.15
6319;30/05/2024;3.86;51.22;23.65
6319;31/05/2024;3.86;51.22;17.15
6340;1/05/2024;4.34;51.45;15.15
6340;2/05/2024;4.34;51.45;14.45
6340;3/05/2024;4.34;51.45;17.05
6340;4/05/2024;4.34;51.45;20.55
6340;5/05/2024;4.34;51.45;23.95
6340;6/05/2024;4.34;51.45;24.65
6340;7/05/2024;4.34;51.45;25.95
6340;8/05/2024;4.34;51.45;18.45
6340;9/05/2024;4.34;51.45;15.45
6340;10/05/2024;4.34;51.45;17.15
6340;11/05/2024;4.34;51.45;22.45
6340;12/05/2024;4.34;51.45;13.25
6340;13/05/2024;4.34;51.45;20.25
6340;14/05/2024;4.34;51.45;23.95
6340;15/05/2024;4.34;51.45;20.95
6340;16/05/2024;4.34;51.45;14.95
6340;17/05/2024;4.34;51.45;14.35
6340;18/05/2024;4.34;51.45;11.85
6340;19/05/2024;4.34;51.45;21.25
6340;20/05/2024;4.34;51.45;23.75
6340;21/05/2024;4.34;51.45;22.95
6340;22/05/2024;4.34;51.45;20.65
6340;23/05/2024;4.34;51.45;19.85
6340;24/05/2024;4.34;51.45;22.95
6340;25/05/2024;4.34;51.45;26.95
6340;26/05/2024;4.34;51.45;22.95
6340;27/05/2024;4.34;51.45;26.45
6340;28/05/2024;4.34;51.45;27.45
6340;29/05/2024;4.34;51.45;25.05
6340;30/05/2024;4.34;51.45;22.25
6340;31/05/2024;4.34;51.45;16.55
6370;1/05/2024;5.38;51.45;16.35
6370;2/05/2024;5.38;51.45;15.05
6370;3/05/2024;5.38;51.45;17.65
6370;4/05/2024;5.38;51.45;20.75
6370;5/05/2024;5.38;51.45;24.95
6370;6/05/2024;5.38;51.45;24.65
6370;7/05/2024;5.38;51.45;26.95
6370;8/05/2024;5.38;51.45;25.95
6370;9/05/2024;5.38;51.45;15.95
6370;10/05/2024;5.38;51.45;18.35
6370;11/05/2024;5.38;51.45;22.75
6370;12/05/2024;5.38;51.45;14.55
6370;13/05/2024;5.38;51.45;21.45
6370;14/05/2024;5.38;51.45;23.95
6370;15/05/2024;5.38;51.45;18.15
6370;16/05/2024;5.38;51.45;16.35
6370;17/05/2024;5.38;51.45;15.15
6370;18/05/2024;5.38;51.45;13.55
6370;19/05/2024;5.38;51.45;22.45
6370;20/05/2024;5.38;51.45;25.35
6370;21/05/2024;5.38;51.45;24.85
6370;22/05/2024;5.38;51.45;20.65
6370;23/05/2024;5.38;51.45;20.95
6370;24/05/2024;5.38;51.45;23.95
6370;25/05/2024;5.38;51.45;27.35
6370;26/05/2024;5.38;51.45;25.45
6370;27/05/2024;5.38;51.45;27.15
6370;28/05/2024;5.38;51.45;29.15
6370;29/05/2024;5.38;51.45;25.05
6370;30/05/2024;5.38;51.45;22.55
6370;31/05/2024;5.38;51.45;18.35
6377;1/05/2024;5.76;51.2;15.15
6377;2/05/2024;5.76;51.2;14.65
6377;3/05/2024;5.76;51.2;17.15
6377;4/05/2024;5.76;51.2;20.45
6377;5/05/2024;5.76;51.2;24.25
6377;6/05/2024;5.76;51.2;24.85
6377;7/05/2024;5.76;51.2;26.35
6377;8/05/2024;5.76;51.2;27.25
6377;9/05/2024;5.76;51.2;16.05
6377;10/05/2024;5.76;51.2;18.65
6377;11/05/2024;5.76;51.2;22.75
6377;12/05/2024;5.76;51.2;13.85
6377;13/05/2024;5.76;51.2;20.25
6377;14/05/2024;5.76;51.2;23.55
6377;15/05/2024;5.76;51.2;20.65
6377;16/05/2024;5.76;51.2;16.85
6377;17/05/2024;5.76;51.2;14.75
6377;18/05/2024;5.76;51.2;13.55
6377;19/05/2024;5.76;51.2;21.85
6377;20/05/2024;5.76;51.2;23.85
6377;21/05/2024;5.76;51.2;20.95
6377;22/05/2024;5.76;51.2;20.85
6377;23/05/2024;5.76;51.2;21.05
6377;24/05/2024;5.76;51.2;24.55
6377;25/05/2024;5.76;51.2;26.55
6377;26/05/2024;5.76;51.2;24.45
6377;27/05/2024;5.76;51.2;26.95
6377;28/05/2024;5.76;51.2;28.45
6377;29/05/2024;5.76;51.2;25.15
6377;30/05/2024;5.76;51.2;23.15
6377;31/05/2024;5.76;51.2;18.45
6380;1/05/2024;5.76;50.91;16.25
6380;2/05/2024;5.76;50.91;15.45
6380;3/05/2024;5.76;50.91;17.65
6380;4/05/2024;5.76;50.91;19.55
6380;5/05/2024;5.76;50.91;23.65
6380;6/05/2024;5.76;50.91;23.65
6380;7/05/2024;5.76;50.91;25.95
6380;8/05/2024;5.76;50.91;26.05
6380;9/05/2024;5.76;50.91;15.45
